"Player","Born","Nation","Pos","Squad","Comp","Age","MP","Min","Gls","Ast","Sh","SoT","CrdY","CrdR","PK","PKatt","Int","TklW","Fls","Fld","Crs","Off","OG","GA","Saves","SoTA","CS","G_PK","Save_pct","Player_clean","tm_name","match_name","name","club","league","position","sub_position","date_of_birth","nationality","market_value_in_eur","nineties","Gls_90","Ast_90","Sh_90","SoT_90","Int_90","TklW_90","Crs_90","GA_90","low_sample"
"Florian Kainz",1992,"at AUT","MF","Köln","de Bundesliga",32,15,279,1,1,8,4,1,0,0,0,3,2,5,4,21,0,0,0,0,0,0,1,NA,"Florian Kainz",NA,"Florian Kainz","Florian Kainz","1.FC Köln","bundesliga","Midfield","Attacking Midfield","1992-10-24","Austria",1000000,3.1,0.32,0.32,2.58,1.29,0.97,0.65,6.77,0,TRUE
"Florian Lejeune",1991,"fr FRA","DF","Rayo Vallecano","es La Liga",34,36,3230,2,1,50,18,7,0,0,0,47,47,47,14,8,1,0,0,0,0,0,2,NA,"Florian Lejeune",NA,"Florian Lejeune","Florian Lejeune","Rayo Vallecano","laliga","Defender","Centre-Back","1991-05-20","France",1800000,35.8888888888889,0.06,0.03,1.39,0.5,1.31,1.31,0.22,0,FALSE
"Florian Neuhaus",1997,"de GER","MF,FW","Gladbach","de Bundesliga",28,17,930,0,1,22,6,0,0,0,0,9,7,9,9,9,0,0,0,0,0,0,0,NA,"Florian Neuhaus",NA,"Florian Neuhaus","Florian Neuhaus","Borussia Mönchengladbach","bundesliga","Midfield","Central Midfield","1997-03-16","Germany",2500000,10.3333333333333,0,0.1,2.13,0.58,0.87,0.68,0.87,0,FALSE
"Florian Sotoca",1990,"fr FRA","MF,FW","Lens","fr Ligue 1",34,26,507,1,0,13,1,1,0,0,0,7,4,9,12,11,2,0,0,0,0,0,1,NA,"Florian Sotoca",NA,"Florian Sotoca","Florian Sotoca","RC Lens","ligue-1","Attack","Centre-Forward","1990-10-25","France",1200000,5.63333333333333,0.18,0,2.31,0.18,1.24,0.71,1.95,0,FALSE
"Florian Thauvin",1993,"fr FRA","MF","Lens","fr Ligue 1",32,33,2443,11,6,74,27,6,0,2,3,11,17,19,34,202,8,0,0,0,0,0,9,NA,"Florian Thauvin",NA,"Florian Thauvin","Florian Thauvin","RC Lens","ligue-1","Attack","Right Winger","1993-01-26","France",5000000,27.1444444444444,0.41,0.22,2.73,0.99,0.41,0.63,7.44,0,FALSE
"Florian Wirtz",2003,"de GER","MF","Liverpool","eng Premier League",22,33,2378,5,3,51,18,1,0,0,0,12,26,22,19,32,2,0,0,0,0,0,5,NA,"Florian Wirtz",NA,"Florian Wirtz","Florian Wirtz","Liverpool FC","premier-league","Midfield","Attacking Midfield","2003-05-03","Germany",100000000,26.4222222222222,0.19,0.11,1.93,0.68,0.45,0.98,1.21,0,FALSE
"Fodé Ballo-Touré",1997,"sn SEN","DF,MF","Metz","fr Ligue 1",28,13,836,0,0,5,1,2,0,0,0,5,16,13,18,16,1,0,0,0,0,0,0,NA,"Fode Ballo-Toure",NA,"Fode Ballo-Toure","Fodé Ballo-Touré","FC Metz","ligue-1","Defender","Left-Back","1997-01-03","Senegal",900000,9.28888888888889,0,0,0.54,0.11,0.54,1.72,1.72,0,FALSE
"Fodé Doucouré",2001,"ml MLI","MF,FW","Le Havre","fr Ligue 1",24,26,1239,3,1,20,8,2,0,0,0,9,26,14,4,78,2,0,0,0,0,0,3,NA,"Fode Doucoure",NA,"Fode Doucoure","Fodé Doucouré","Le Havre AC","ligue-1","Defender","Right-Back","2001-02-03","Mali",2000000,13.7666666666667,0.22,0.07,1.45,0.58,0.65,1.89,5.67,0,FALSE
"Fodé Sylla",2006,"fr FRA","MF","Lens","fr Ligue 1",19,4,99,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,NA,"Fode Sylla",NA,"Fode Sylla","Fodé Sylla","RC Lens","ligue-1","Midfield","Defensive Midfield","2006-04-16","France",900000,1.1,0,0,0,0,2.73,5.45,0,0,TRUE
"Folarin Balogun",2001,"us USA","FW","Monaco","fr Ligue 1",24,30,2230,13,4,77,32,4,1,3,3,4,6,44,37,14,17,0,0,0,0,0,10,NA,"Folarin Balogun",NA,"Folarin Balogun","Folarin Balogun","AS Monaco","ligue-1","Attack","Centre-Forward","2001-07-03","United States",40000000,24.7777777777778,0.52,0.16,3.11,1.29,0.16,0.24,0.57,0,FALSE
"Formose Mendy",2001,"sn SEN","DF","Lorient","fr Ligue 1",24,2,135,0,0,0,0,1,0,0,0,3,1,2,3,1,0,0,0,0,0,0,0,NA,"Formose Mendy",NA,"Formose Mendy","Formose Mendy","FC Lorient","ligue-1","Defender","Centre-Back","2001-01-02","Senegal",4500000,1.5,0,0,0,0,2,0.67,0.67,0,TRUE
"Fran Beltrán",1999,"es ESP","MF","Girona","es La Liga",26,27,1540,1,0,16,4,3,0,0,0,19,19,20,12,10,0,0,0,0,0,0,1,NA,"Fran Beltran",NA,"Fran Beltran","Fran Beltrán","Girona FC","laliga","Midfield","Central Midfield","1999-02-03","Spain",4000000,17.1111111111111,0.06,0,0.94,0.23,1.11,1.11,0.58,0,FALSE
"Fran Garcia",1999,"es ESP","DF,MF","Real Madrid","es La Liga",25,13,929,1,1,6,2,2,1,0,0,6,12,7,14,28,1,0,0,0,0,0,1,NA,"Fran Garcia",NA,"Fran Garcia","Fran García","Real Madrid","laliga","Defender","Left-Back","1999-08-14","Spain",10000000,10.3222222222222,0.1,0.1,0.58,0.19,0.58,1.16,2.71,0,FALSE
"Francesco Acerbi",1988,"it ITA","DF","Inter","it Serie A",37,18,1378,0,1,3,1,3,0,0,0,18,9,17,13,3,3,0,0,0,0,0,0,NA,"Francesco Acerbi",NA,"Francesco Acerbi","Francesco Acerbi","Inter Milan","serie-a","Defender","Centre-Back","1988-02-10","Italy",2000000,15.3111111111111,0,0.07,0.2,0.07,1.18,0.59,0.2,0,FALSE
"Francesco Camarda",2008,"it ITA","FW","Lecce","it Serie A",17,21,687,1,0,16,3,1,0,0,1,0,1,12,4,1,2,0,0,0,0,0,1,NA,"Francesco Camarda",NA,"Francesco Camarda","Francesco Camarda","US Lecce","serie-a","Attack","Centre-Forward","2008-03-10","Italy",15000000,7.63333333333333,0.13,0,2.1,0.39,0,0.13,0.13,0,FALSE
"Francesco Coppola",2005,"it ITA","DF","Pisa","it Serie A",20,7,458,0,0,2,0,3,0,0,0,5,5,7,8,2,0,0,0,0,0,0,0,NA,"Francesco Coppola",NA,"Francesco Coppola","Francesco Coppola","Pisa Sporting Club","serie-a","Defender","Centre-Back","2005-04-11","Italy",3500000,5.08888888888889,0,0,0.39,0,0.98,0.98,0.39,0,FALSE
"Francesco Folino",2002,"it ITA","DF","Cremonese","it Serie A",23,18,722,1,0,2,1,1,0,0,0,2,4,11,9,1,0,0,0,0,0,0,1,NA,"Francesco Folino",NA,"Francesco Folino","Francesco Folino","US Cremonese","serie-a","Defender","Centre-Back","2002-01-23","Italy",800000,8.02222222222222,0.12,0,0.25,0.12,0.25,0.5,0.12,0,FALSE
"Francis Coquelin",1991,"fr FRA","MF","Nantes","fr Ligue 1",34,16,655,0,1,6,1,2,0,0,0,5,13,15,7,1,0,0,0,0,0,0,0,NA,"Francis Coquelin",NA,"Francis Coquelin","Francis Coquelin","FC Nantes","ligue-1","Midfield","Defensive Midfield","1991-05-13","France",700000,7.27777777777778,0,0.14,0.82,0.14,0.69,1.79,0.14,0,FALSE
"Francisco Conceição",2002,"pt POR","MF,FW","Juventus","it Serie A",22,31,2078,3,5,73,23,3,0,0,0,7,26,32,40,92,3,0,0,0,0,0,3,NA,"Francisco Conceicao",NA,"Francisco Conceicao","Francisco Conceição","Juventus FC","serie-a","Attack","Right Winger","2002-12-14","Portugal",30000000,23.0888888888889,0.13,0.22,3.16,1,0.3,1.13,3.98,0,FALSE
"Francisco Sierralta",1997,"cl CHI","DF","Auxerre","fr Ligue 1",28,10,861,1,0,7,2,2,0,0,0,9,6,8,5,0,0,0,0,0,0,0,1,NA,"Francisco Sierralta",NA,"Francisco Sierralta","Francisco Sierralta","AJ Auxerre","ligue-1","Defender","Centre-Back","1997-05-06","Chile",1200000,9.56666666666667,0.1,0,0.73,0.21,0.94,0.63,0,0,FALSE
"Franck Honorat",1996,"fr FRA","MF,FW","Gladbach","de Bundesliga",28,28,1977,2,6,17,5,0,0,0,0,5,13,12,6,134,10,0,0,0,0,0,2,NA,"Franck Honorat",NA,"Franck Honorat","Franck Honorat","Borussia Mönchengladbach","bundesliga","Attack","Right Winger","1996-08-11","France",7000000,21.9666666666667,0.09,0.27,0.77,0.23,0.23,0.59,6.1,0,FALSE
"Franco Carboni",2003,"it ITA","MF","Parma","it Serie A",22,7,114,0,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,0,NA,"Franco Carboni",NA,"Franco Carboni","Franco Carboni","Parma Calcio 1913","serie-a","Defender","Left-Back","2003-04-04","Argentina",900000,1.26666666666667,0,0,0,0,1.58,0.79,2.37,0,TRUE
"Franco Israel",2000,"uy URU","GK","Torino","it Serie A",25,9,810,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,18,24,40,3,0,60,"Franco Israel",NA,"Franco Israel","Franco Israel","Torino FC","serie-a","Goalkeeper","Goalkeeper","2000-04-22","Uruguay",2500000,9,0,0,0,0,0,0,0,2,FALSE
"Franco Mastantuono",2007,"ar ARG","MF,FW","Real Madrid","es La Liga",17,23,1037,1,0,30,7,5,1,0,0,3,12,18,30,31,1,0,0,0,0,0,1,NA,"Franco Mastantuono",NA,"Franco Mastantuono","Franco Mastantuono","Real Madrid","laliga","Attack","Right Winger","2007-08-14","Argentina",45000000,11.5222222222222,0.09,0,2.6,0.61,0.26,1.04,2.69,0,FALSE
"Frank Feller",2004,"de GER","GK","Heidenheim","de Bundesliga",21,3,270,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,15,20,0,0,75,"Frank Feller",NA,"Frank Feller","Frank Feller","1. Fußballclub Heidenheim 1846","bundesliga","Goalkeeper","Goalkeeper","2004-01-07","Germany",800000,3,0,0,0,0,0,0.33,0,1.67,TRUE
"Frank Magri",1999,"cm CMR","FW,MF","Toulouse","fr Ligue 1",25,17,1253,5,1,33,12,3,0,0,1,3,3,28,22,15,3,0,0,0,0,0,5,NA,"Frank Magri",NA,"Frank Magri","Frank Magri","FC Toulouse","ligue-1","Attack","Centre-Forward","1999-09-04","Cameroon",3000000,13.9222222222222,0.36,0.07,2.37,0.86,0.22,0.22,1.08,0,FALSE
"Frank Onyeka",1998,"ng NGA","MF","Brentford","eng Premier League",27,6,92,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,NA,"Frank Onyeka",NA,"Frank Onyeka","Frank Onyeka","Brentford FC","premier-league","Midfield","Central Midfield","1998-01-01","Nigeria",8000000,1.02222222222222,0,0.98,0,0,0,0,0,0,TRUE
"Freddie Potts",2003,"eng ENG","MF","West Ham United","eng Premier League",21,22,1171,0,1,3,1,1,0,0,0,16,18,15,14,34,0,0,0,0,0,0,0,NA,"Freddie Potts",NA,"Freddie Potts","Freddie Potts","West Ham United","premier-league","Midfield","Defensive Midfield","2003-09-12","England",10000000,13.0111111111111,0,0.08,0.23,0.08,1.23,1.38,2.61,0,FALSE
"Freddie Woodman",1997,"eng ENG","GK","Liverpool","eng Premier League",28,3,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,69.2,"Freddie Woodman",NA,"Freddie Woodman","Freddie Woodman","Liverpool FC","premier-league","Goalkeeper","Goalkeeper","1997-03-04","England",3000000,2.36666666666667,0,0,0,0,0,0,0,1.69,TRUE
"Frederic Guilbert",1994,"fr FRA","DF,MF","Nantes","fr Ligue 1",30,8,607,0,0,7,2,1,0,0,0,19,12,7,13,17,0,0,0,0,0,0,0,NA,"Frederic Guilbert",NA,"Frederic Guilbert","Frédéric Guilbert","FC Nantes","ligue-1","Defender","Right-Back","1994-12-24","France",800000,6.74444444444444,0,0,1.04,0.3,2.82,1.78,2.52,0,FALSE
"Frederik Rønnow",1992,"dk DEN","GK","Union Berlin","de Bundesliga",32,30,2640,0,0,0,0,2,0,0,0,1,1,1,3,0,0,0,54,75,125,5,0,60,"Frederik Ronnow",NA,"Frederik Ronnow","Frederik Rönnow","1.FC Union Berlin","bundesliga","Goalkeeper","Goalkeeper","1992-08-04","Denmark",2000000,29.3333333333333,0,0,0,0,0.03,0.03,0,1.84,FALSE
"Fredrik Oppegard",2002,"no NOR","MF,DF","Auxerre","fr Ligue 1",22,23,1246,0,0,10,2,1,1,0,0,14,20,8,8,48,2,0,0,0,0,0,0,NA,"Fredrik Oppegard",NA,"Fredrik Oppegard","Fredrik Oppegård","AJ Auxerre","ligue-1","Defender","Left-Back","2002-08-07","Norway",1500000,13.8444444444444,0,0,0.72,0.14,1.01,1.44,3.47,0,FALSE
"Frenkie de Jong",1997,"nl NED","MF","Barcelona","es La Liga",28,25,1636,1,5,7,2,4,1,0,0,17,19,10,26,5,2,0,0,0,0,0,1,NA,"Frenkie de Jong",NA,"Frenkie de Jong","Frenkie de Jong","FC Barcelona","laliga","Midfield","Central Midfield","1997-05-12","Netherlands",35000000,18.1777777777778,0.06,0.28,0.39,0.11,0.94,1.05,0.28,0,FALSE
"Fynn Schenten",2007,"de GER","FW","Köln","de Bundesliga",17,7,100,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,NA,"Fynn Schenten",NA,"Fynn Schenten","Fynn Schenten","1.FC Köln","bundesliga","Attack","Centre-Forward","2007-09-14","Germany",1000000,1.11111111111111,0,0,0.9,0,0,0,2.7,0,TRUE
"Fábio Cardoso",1994,"pt POR","DF","Sevilla","es La Liga",31,4,295,0,0,0,0,0,0,0,0,4,3,9,1,0,0,0,0,0,0,0,0,NA,"Fabio Cardoso",NA,"Fabio Cardoso","Fábio Cardoso","Sevilla FC","laliga","Defender","Centre-Back","1994-04-19","Portugal",1500000,3.27777777777778,0,0,0,0,1.22,0.92,0,0,TRUE
"Fábio Silva",2002,"pt POR","FW,MF","Dortmund","de Bundesliga",23,28,817,2,6,23,8,3,0,0,0,2,2,19,10,12,3,0,0,0,0,0,2,NA,"Fabio Silva",NA,"Fabio Silva","Fábio Silva","Borussia Dortmund","bundesliga","Attack","Centre-Forward","2002-07-19","Portugal",22000000,9.07777777777778,0.22,0.66,2.53,0.88,0.22,0.22,1.32,0,FALSE
"Félix Correia",2001,"pt POR","MF","Lille","fr Ligue 1",24,34,2053,4,5,37,8,2,0,0,0,21,13,14,28,84,3,0,0,0,0,0,4,NA,"Felix Correia",NA,"Felix Correia","Félix Correia","LOSC Lille","ligue-1","Attack","Left Winger","2001-01-22","Portugal",10000000,22.8111111111111,0.18,0.22,1.62,0.35,0.92,0.57,3.68,0,FALSE
"Gabin Bernardeau",2006,"fr FRA","MF","Nice","fr Ligue 1",19,4,95,0,0,3,1,0,0,0,0,0,4,1,3,5,1,0,0,0,0,0,0,NA,"Gabin Bernardeau",NA,"Gabin Bernardeau","Gabin Bernardeau","OGC Nice","ligue-1","Midfield","Attacking Midfield","2006-01-24","France",1200000,1.05555555555556,0,0,2.84,0.95,0,3.79,4.74,0,TRUE
"Gabriel Gudmundsson",1999,"se SWE","DF,MF","Leeds United","eng Premier League",26,32,2631,0,0,18,3,6,1,0,0,28,47,31,56,88,3,1,0,0,0,0,0,NA,"Gabriel Gudmundsson",NA,"Gabriel Gudmundsson","Gabriel Gudmundsson","Leeds United","premier-league","Defender","Left-Back","1999-04-29","Sweden",20000000,29.2333333333333,0,0,0.62,0.1,0.96,1.61,3.01,0,FALSE
"Gabriel Jesus",1997,"br BRA","FW","Arsenal","eng Premier League",28,14,429,3,0,19,12,3,0,0,0,2,0,9,1,0,7,0,0,0,0,0,3,NA,"Gabriel Jesus",NA,"Gabriel Jesus","Gabriel Jesus","Arsenal FC","premier-league","Attack","Centre-Forward","1997-04-03","Brazil",17000000,4.76666666666667,0.63,0,3.99,2.52,0.42,0,0,0,TRUE
"Gabriel Magalhães",1997,"br BRA","DF","Arsenal","eng Premier League",27,32,2751,3,4,27,7,4,0,0,0,22,20,21,34,6,0,0,0,0,0,0,3,NA,"Gabriel Magalhaes","Gabriel","Gabriel","Gabriel","Arsenal FC","premier-league","Defender","Centre-Back","1997-12-19","Brazil",75000000,30.5666666666667,0.1,0.13,0.88,0.23,0.72,0.65,0.2,0,FALSE
"Gabriel Martinelli",2001,"br BRA","FW,MF","Arsenal","eng Premier League",24,30,1081,1,4,29,13,3,0,0,0,1,8,10,14,37,5,0,0,0,0,0,1,NA,"Gabriel Martinelli",NA,"Gabriel Martinelli","Gabriel Martinelli","Arsenal FC","premier-league","Attack","Left Winger","2001-06-18","Brazil",45000000,12.0111111111111,0.08,0.33,2.41,1.08,0.08,0.67,3.08,0,FALSE
"Gabriel Osho",1998,"ng NGA","DF","Auxerre","fr Ligue 1",26,2,134,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,NA,"Gabriel Osho",NA,"Gabriel Osho","Gabriel Osho","AJ Auxerre","ligue-1","Defender","Centre-Back","1998-08-14","Nigeria",3000000,1.48888888888889,0,0,0,0,0,2.01,1.34,0,TRUE
"Gabriel Suazo",1997,"cl CHI","DF,MF","Sevilla","es La Liga",27,29,2096,0,2,5,2,7,0,0,0,29,62,33,15,95,2,0,0,0,0,0,0,NA,"Gabriel Suazo",NA,"Gabriel Suazo","Gabriel Suazo","Sevilla FC","laliga","Defender","Left-Back","1997-08-09","Chile",6000000,23.2888888888889,0,0.09,0.21,0.09,1.25,2.66,4.08,0,FALSE
"Gabriele Piccinini",2001,"it ITA","MF","Pisa","it Serie A",24,25,875,0,0,19,7,3,0,0,0,2,16,11,12,19,0,0,0,0,0,0,0,NA,"Gabriele Piccinini",NA,"Gabriele Piccinini","Gabriele Piccinini","Pisa Sporting Club","serie-a","Midfield","Central Midfield","2001-04-06","Italy",3000000,9.72222222222222,0,0,1.95,0.72,0.21,1.65,1.95,0,FALSE
"Gabriele Zappa",1999,"it ITA","DF,MF","Cagliari","it Serie A",25,31,1597,0,3,11,2,2,0,0,0,18,17,13,5,37,0,0,0,0,0,0,0,NA,"Gabriele Zappa",NA,"Gabriele Zappa","Gabriele Zappa","Cagliari Calcio","serie-a","Defender","Right-Back","1999-12-22","Italy",3000000,17.7444444444444,0,0.17,0.62,0.11,1.01,0.96,2.09,0,FALSE
"Gaby Jean",2000,"fr FRA","DF","Lecce","it Serie A",25,7,197,0,0,0,0,1,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,NA,"Gaby Jean",NA,"Gaby Jean","Gaby Jean","US Lecce","serie-a","Defender","Centre-Back","2000-02-19","France",1500000,2.18888888888889,0,0,0,0,0.46,1.37,0,0,TRUE
"Gaetano Oristanio",2002,"it ITA","FW,MF","Parma","it Serie A",22,20,859,1,0,24,4,1,0,0,0,2,6,13,20,16,4,0,0,0,0,0,1,NA,"Gaetano Oristanio",NA,"Gaetano Oristanio","Gaetano Oristanio","Parma Calcio 1913","serie-a","Midfield","Attacking Midfield","2002-09-28","Italy",5000000,9.54444444444444,0.1,0,2.51,0.42,0.21,0.63,1.68,0,FALSE
"Gauthier Hein",1996,"fr FRA","MF,FW","Metz","fr Ligue 1",28,29,2351,8,7,44,13,3,1,5,5,9,10,15,17,147,4,0,0,0,0,0,3,NA,"Gauthier Hein",NA,"Gauthier Hein","Gauthier Hein","FC Metz","ligue-1","Attack","Right Winger","1996-08-07","France",5000000,26.1222222222222,0.31,0.27,1.68,0.5,0.34,0.38,5.63,0,FALSE
"Gautier Lloris",1995,"fr FRA","DF","Le Havre","fr Ligue 1",30,29,2398,1,1,12,4,2,1,0,0,43,24,27,17,2,2,1,0,0,0,0,1,NA,"Gautier Lloris",NA,"Gautier Lloris","Gautier Lloris","Le Havre AC","ligue-1","Defender","Centre-Back","1995-07-18","France",3000000,26.6444444444444,0.04,0.04,0.45,0.15,1.61,0.9,0.08,0,FALSE
"Gavi",2004,"es ESP","MF","Barcelona","es La Liga",20,11,573,0,1,0,0,3,0,0,0,3,8,11,14,2,0,0,0,0,0,0,0,NA,"Gavi",NA,"Gavi","Gavi","FC Barcelona","laliga","Midfield","Central Midfield","2004-08-05","Spain",30000000,6.36666666666667,0,0.16,0,0,0.47,1.26,0.31,0,FALSE
"Gaëtan Perrin",1996,"fr FRA","MF,FW","Lille","fr Ligue 1",29,12,338,1,0,7,4,2,0,0,0,2,8,8,1,35,0,0,0,0,0,0,1,NA,"Gaetan Perrin",NA,"Gaetan Perrin","Gaëtan Perrin","LOSC Lille","ligue-1","Attack","Right Winger","1996-06-07","France",5000000,3.75555555555556,0.27,0,1.86,1.07,0.53,2.13,9.32,0,TRUE
"Gennaro Borrelli",2000,"it ITA","FW","Cagliari","it Serie A",25,27,1275,5,1,30,12,4,0,0,0,3,6,43,49,2,5,0,0,0,0,0,5,NA,"Gennaro Borrelli",NA,"Gennaro Borrelli","Gennaro Borrelli","Cagliari Calcio","serie-a","Attack","Centre-Forward","2000-03-10","Italy",3000000,14.1666666666667,0.35,0.07,2.12,0.85,0.21,0.42,0.14,0,FALSE
"Geoffrey Kondogbia",1993,"cf CTA","MF,DF","Marseille","fr Ligue 1",32,10,587,0,0,4,1,3,0,0,0,11,9,12,8,1,0,0,0,0,0,0,0,NA,"Geoffrey Kondogbia",NA,"Geoffrey Kondogbia","Geoffrey Kondogbia","Olympique Marseille","ligue-1","Midfield","Defensive Midfield","1993-02-15","Central African Republic",3000000,6.52222222222222,0,0,0.61,0.15,1.69,1.38,0.15,0,FALSE
"George Earthy",2004,"eng ENG","MF","West Ham United","eng Premier League",20,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"George Earthy",NA,"George Earthy","George Earthy","West Ham United","premier-league","Midfield","Attacking Midfield","2004-09-05","England",1000000,0.1,0,0,0,0,0,0,0,0,TRUE
"Georges Mikautadze",2000,"ge GEO","FW","Villarreal","es La Liga",24,34,2288,14,6,75,36,1,0,0,0,6,4,13,46,21,4,0,0,0,0,0,14,NA,"Georges Mikautadze",NA,"Georges Mikautadze","Georges Mikautadze","Villarreal CF","laliga","Attack","Centre-Forward","2000-10-31","Georgia",30000000,25.4222222222222,0.55,0.24,2.95,1.42,0.24,0.16,0.83,0,FALSE
"Georginio Rutter",2002,"fr FRA","MF,FW","Brighton","eng Premier League",23,32,1786,3,3,42,14,2,0,0,0,11,19,30,34,20,11,1,0,0,0,0,3,NA,"Georginio Rutter",NA,"Georginio Rutter","Georginio Rutter","Brighton & Hove Albion","premier-league","Attack","Centre-Forward","2002-04-20","France",30000000,19.8444444444444,0.15,0.15,2.12,0.71,0.55,0.96,1.01,0,FALSE
"Gerard Gumbau",1994,"es ESP","MF","Rayo Vallecano","es La Liga",30,28,1175,0,3,20,5,4,0,0,0,11,16,38,5,52,0,0,0,0,0,0,0,NA,"Gerard Gumbau",NA,"Gerard Gumbau","Gerard Gumbau","Rayo Vallecano","laliga","Midfield","Defensive Midfield","1994-12-18","Spain",1200000,13.0555555555556,0,0.23,1.53,0.38,0.84,1.23,3.98,0,FALSE
"Gerard Martín",2002,"es ESP","DF","Barcelona","es La Liga",23,32,2119,0,0,7,4,6,0,0,0,31,29,16,7,14,0,0,0,0,0,0,0,NA,"Gerard Martin",NA,"Gerard Martin","Gerard Martín","FC Barcelona","laliga","Defender","Centre-Back","2002-02-26","Spain",35000000,23.5444444444444,0,0,0.3,0.17,1.32,1.23,0.59,0,FALSE
"Gerard Moreno",1992,"es ESP","FW","Villarreal","es La Liga",33,22,1343,10,0,39,16,0,0,3,3,3,8,14,16,11,6,0,0,0,0,0,7,NA,"Gerard Moreno",NA,"Gerard Moreno","Gerard Moreno","Villarreal CF","laliga","Attack","Centre-Forward","1992-04-07","Spain",2500000,14.9222222222222,0.67,0,2.61,1.07,0.2,0.54,0.74,0,FALSE
"Germán Valera",2002,"es ESP","MF,DF","Elche","es La Liga",23,36,2857,4,5,28,8,4,1,0,0,23,40,40,70,104,4,0,0,0,0,0,4,NA,"German Valera",NA,"German Valera","Germán Valera","Elche CF","laliga","Attack","Left Winger","2002-03-16","Spain",6000000,31.7444444444444,0.13,0.16,0.88,0.25,0.72,1.26,3.28,0,FALSE
"Gerónimo Rulli",1992,"ar ARG","GK","Marseille","fr Ligue 1",33,29,2610,0,0,1,0,3,0,0,0,0,0,1,14,0,0,0,34,76,105,8,0,72.4,"Geronimo Rulli",NA,"Geronimo Rulli","Gerónimo Rulli","Olympique Marseille","ligue-1","Goalkeeper","Goalkeeper","1992-05-20","Argentina",6000000,29,0,0,0.03,0,0,0,0,1.17,FALSE
"Gessime Yassine",2005,"ma MAR","MF","Strasbourg","fr Ligue 1",19,12,510,0,1,8,1,0,0,0,0,1,9,9,19,18,1,0,0,0,0,0,0,NA,"Gessime Yassine",NA,"Gessime Yassine","Gessime Yassine","RC Strasbourg Alsace","ligue-1","Attack","Right Winger","2005-11-22","Morocco",12000000,5.66666666666667,0,0.18,1.41,0.18,0.18,1.59,3.18,0,FALSE
"Giacomo Raspadori",2000,"it ITA","MF,FW","Atalanta","it Serie A",25,25,1032,3,2,35,14,1,0,0,0,1,4,10,13,53,3,0,0,0,0,0,3,NA,"Giacomo Raspadori",NA,"Giacomo Raspadori","Giacomo Raspadori","Atalanta BC","serie-a","Attack","Second Striker","2000-02-18","Italy",22000000,11.4666666666667,0.26,0.17,3.05,1.22,0.09,0.35,4.62,0,FALSE
"Gianluca Gaetano",2000,"it ITA","MF,FW","Cagliari","it Serie A",25,33,1912,2,4,34,11,4,0,0,0,23,15,26,29,38,0,0,0,0,0,0,2,NA,"Gianluca Gaetano",NA,"Gianluca Gaetano","Gianluca Gaetano","Cagliari Calcio","serie-a","Midfield","Defensive Midfield","2000-05-05","Italy",6500000,21.2444444444444,0.09,0.19,1.6,0.52,1.08,0.71,1.79,0,FALSE
"Gianluca Mancini",1996,"it ITA","DF","Roma","it Serie A",29,36,3059,4,2,20,8,9,0,0,0,47,28,71,42,29,5,0,0,0,0,0,4,NA,"Gianluca Mancini",NA,"Gianluca Mancini","Gianluca Mancini","Associazione Sportiva Roma","serie-a","Defender","Centre-Back","1996-04-17","Italy",15000000,33.9888888888889,0.12,0.06,0.59,0.24,1.38,0.82,0.85,0,FALSE
"Gianluca Scamacca",1999,"it ITA","FW","Atalanta","it Serie A",26,24,1315,10,1,57,22,2,0,2,2,3,5,26,19,0,8,0,0,0,0,0,8,NA,"Gianluca Scamacca",NA,"Gianluca Scamacca","Gianluca Scamacca","Atalanta BC","serie-a","Attack","Centre-Forward","1999-01-01","Italy",25000000,14.6111111111111,0.68,0.07,3.9,1.51,0.21,0.34,0,0,FALSE
"Gianluigi Donnarumma",1999,"it ITA","GK","Manchester City","eng Premier League",26,34,3060,0,0,0,0,8,0,0,0,1,0,0,4,0,0,0,29,75,105,15,0,71.4,"Gianluigi Donnarumma",NA,"Gianluigi Donnarumma","Gianluigi Donnarumma","Manchester City","premier-league","Goalkeeper","Goalkeeper","1999-02-25","Italy",45000000,34,0,0,0,0,0.03,0,0,0.85,FALSE
"Gideon Mensah",1998,"gh GHA","DF","Auxerre","fr Ligue 1",27,30,2327,0,2,1,0,8,0,0,0,23,37,37,34,64,1,0,0,0,0,0,0,NA,"Gideon Mensah",NA,"Gideon Mensah","Gideon Mensah","AJ Auxerre","ligue-1","Defender","Left-Back","1998-07-18","Ghana",4000000,25.8555555555556,0,0.08,0.04,0,0.89,1.43,2.48,0,FALSE
